TCM_symptom_id,TCM_symptom_name,first_source,first_status,first_detail_url,first_message,second_source,second_status,second_detail_url,second_message,updated,updated_source
1151,吐泻腹痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%90%90%E6%B3%BB%E8%85%B9%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1153,腿疲软,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%85%BF%E7%96%B2%E8%BD%AF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1154,腿疲痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%85%BF%E7%96%B2%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1155,腿软,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%85%BF%E8%BD%AF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1156,腿疼痛，重者痛剧不能转侧,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%85%BF%E7%96%BC%E7%97%9B%EF%BC%8C%E9%87%8D%E8%80%85%E7%97%9B%E5%89%A7%E4%B8%8D%E8%83%BD%E8%BD%AC%E4%BE%A7,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1162,椭圆形红斑,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%A4%AD%E5%9C%86%E5%BD%A2%E7%BA%A2%E6%96%91,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1163,外伤发炎,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%A4%96%E4%BC%A4%E5%8F%91%E7%82%8E,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1164,外伤红肿,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%A4%96%E4%BC%A4%E7%BA%A2%E8%82%BF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1173,脘腹痞闷,duguji,ok,https://baike.duguji.cn/baike/w/%E8%84%98%E8%85%B9%E7%97%9E%E9%97%B7,,,skipped_first_source_success,,,yes,duguji
1165,外伤破溃,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%A4%96%E4%BC%A4%E7%A0%B4%E6%BA%83,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1166,外阴红肿,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%A4%96%E9%98%B4%E7%BA%A2%E8%82%BF,HTTP 404: page does not exist,dayi,ok,https://www.dayi.org.cn/symptom/1152968.html,,yes,dayi
1172,脘腹痞满,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%98%E8%85%B9%E7%97%9E%E6%BB%A1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1169,脘腹刺痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%98%E8%85%B9%E5%88%BA%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1170,脘腹冷,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%98%E8%85%B9%E5%86%B7,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1171,脘腹冷痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%98%E8%85%B9%E5%86%B7%E7%97%9B,HTTP 404: page does not exist,dayi,ok,https://www.dayi.org.cn/symptom/1153689.html,,yes,dayi
1176,脘腹胁痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%98%E8%85%B9%E8%83%81%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1177,脘腹隐痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%98%E8%85%B9%E9%9A%90%E7%97%9B,HTTP 404: page does not exist,dayi,ok,https://www.dayi.org.cn/symptom/1153686.html,,yes,dayi
1181,脘闷,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%98%E9%97%B7,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1179,脘腹胀闷,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%98%E8%85%B9%E8%83%80%E9%97%B7,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1192,畏热,duguji,ok,https://baike.duguji.cn/baike/w/%E7%95%8F%E7%83%AD,,,skipped_first_source_success,,,yes,duguji
1182,脘闷不舒,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%98%E9%97%B7%E4%B8%8D%E8%88%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1184,脘痞不饥,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%98%E7%97%9E%E4%B8%8D%E9%A5%A5,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1185,脘痞呕吐,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%98%E7%97%9E%E5%91%95%E5%90%90,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1188,微恶风寒,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BE%AE%E6%81%B6%E9%A3%8E%E5%AF%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1186,脘胁疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%98%E8%83%81%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1187,脘胁胀痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%84%98%E8%83%81%E8%83%80%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1189,微渴,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BE%AE%E6%B8%B4,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1194,胃肠积热,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%82%A0%E7%A7%AF%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1195,胃肠术后腹胀,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%82%A0%E6%9C%AF%E5%90%8E%E8%85%B9%E8%83%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1196,胃肠衰弱,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%82%A0%E8%A1%B0%E5%BC%B1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1201,胃溃疡出血、十二指肠溃疡出血,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E6%BA%83%E7%96%A1%E5%87%BA%E8%A1%80%E3%80%81%E5%8D%81%E4%BA%8C%E6%8C%87%E8%82%A0%E6%BA%83%E7%96%A1%E5%87%BA%E8%A1%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1199,胃绞痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E7%BB%9E%E7%97%9B,HTTP 404: page does not exist,dayi,ok,https://www.dayi.org.cn/symptom/1153440.html,,yes,dayi
1206,胃痛绵绵,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E7%97%9B%E7%BB%B5%E7%BB%B5,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1205,胃痛拘急,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E7%97%9B%E6%8B%98%E6%80%A5,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1207,胃痛隐隐,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E7%97%9B%E9%9A%90%E9%9A%90,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1209,胃脘不舒,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E4%B8%8D%E8%88%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1211,胃脘嘈杂不适,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E5%98%88%E6%9D%82%E4%B8%8D%E9%80%82,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1210,胃脘嘈杂,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E5%98%88%E6%9D%82,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1212,胃脘刺痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E5%88%BA%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1213,胃脘剌痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E5%89%8C%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1215,胃脘挛痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E6%8C%9B%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1216,胃脘痞满,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E7%97%9E%E6%BB%A1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1214,胃脘冷痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E5%86%B7%E7%97%9B,HTTP 404: page does not exist,dayi,ok,https://www.dayi.org.cn/symptom/1153690.html,,yes,dayi
1217,胃脘痞闷,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E7%97%9E%E9%97%B7,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1219,胃脘烧灼感,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E7%83%A7%E7%81%BC%E6%84%9F,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1218,胃脘痞塞,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E7%97%9E%E5%A1%9E,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1220,胃脘疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1222,胃脘胀满,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E8%83%80%E6%BB%A1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1226,胃胀满,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%83%80%E6%BB%A1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1221,胃脘隐痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E9%9A%90%E7%97%9B,HTTP 404: page does not exist,dayi,ok,https://www.dayi.org.cn/symptom/1153699.html,,yes,dayi
1223,胃脘胀痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E8%84%98%E8%83%80%E7%97%9B,HTTP 404: page does not exist,dayi,ok,https://www.dayi.org.cn/symptom/1153691.html,,yes,dayi
1241,下腹胀痛,duguji,ok,https://baike.duguji.cn/baike/w/%E4%B8%8B%E8%85%B9%E8%83%80%E7%97%9B,,,skipped_first_source_success,,,yes,duguji
1227,胃中灼热,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%83%E4%B8%AD%E7%81%BC%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1229,瘟疫发热,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%98%9F%E7%96%AB%E5%8F%91%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1232,无乳,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%97%A0%E4%B9%B3,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1231,无名肿痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%97%A0%E5%90%8D%E8%82%BF%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1233,五更溏泻,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%BA%94%E6%9B%B4%E6%BA%8F%E6%B3%BB,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1237,膝部痿软,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%86%9D%E9%83%A8%E7%97%BF%E8%BD%AF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1240,喜暖,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%96%9C%E6%9A%96,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1239,膝酸痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%86%9D%E9%85%B8%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1238,膝软乏力,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%86%9D%E8%BD%AF%E4%B9%8F%E5%8A%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1252,下肢无力,duguji,ok,https://baike.duguji.cn/baike/w/%E4%B8%8B%E8%82%A2%E6%97%A0%E5%8A%9B,,,skipped_first_source_success,,,yes,duguji
1244,下痢脓血,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%B8%8B%E7%97%A2%E8%84%93%E8%A1%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1243,下痢臭秽,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%B8%8B%E7%97%A2%E8%87%AD%E7%A7%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1245,下气甚痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%B8%8B%E6%B0%94%E7%94%9A%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1249,下肢浮肿,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%B8%8B%E8%82%A2%E6%B5%AE%E8%82%BF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1247,下元虚冷,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%B8%8B%E5%85%83%E8%99%9A%E5%86%B7,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1250,下肢痿软,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%B8%8B%E8%82%A2%E7%97%BF%E8%BD%AF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1248,下肢沉重,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%B8%8B%E8%82%A2%E6%B2%89%E9%87%8D,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1251,下肢痿弱,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%B8%8B%E8%82%A2%E7%97%BF%E5%BC%B1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1253,夏令中恶昏厥,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%A4%8F%E4%BB%A4%E4%B8%AD%E6%81%B6%E6%98%8F%E5%8E%A5,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1254,项背强急不舒,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%A1%B9%E8%83%8C%E5%BC%BA%E6%80%A5%E4%B8%8D%E8%88%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1261,消痩,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B6%88%E7%97%A9,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1255,项背强痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%A1%B9%E8%83%8C%E5%BC%BA%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1256,项背强直,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%A1%B9%E8%83%8C%E5%BC%BA%E7%9B%B4,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1264,小便白浊,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E7%99%BD%E6%B5%8A,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1263,魈血,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%AD%88%E8%A1%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1266,小便不爽,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E4%B8%8D%E7%88%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1271,小便短少,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E7%9F%AD%E5%B0%91,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1269,小便滴沥不净,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E6%BB%B4%E6%B2%A5%E4%B8%8D%E5%87%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1272,小便黄,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E9%BB%84,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1274,小便黄少,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E9%BB%84%E5%B0%91,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1277,小便淋浊,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E6%B7%8B%E6%B5%8A,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1276,小便淋漓不尽,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E6%B7%8B%E6%BC%93%E4%B8%8D%E5%B0%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1278,小便频急,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E9%A2%91%E6%80%A5,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1282,小便热,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1280,小便频数短涩,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E9%A2%91%E6%95%B0%E7%9F%AD%E6%B6%A9,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1284,小便痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1285,小儿顿咳,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E9%A1%BF%E5%92%B3,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1286,小儿多汗,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E5%A4%9A%E6%B1%97,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1297,小腹冷痛,duguji,ok,https://baike.duguji.cn/baike/w/%E5%B0%8F%E8%85%B9%E5%86%B7%E7%97%9B,,,skipped_first_source_success,,,yes,duguji
1290,小儿行迟,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E8%A1%8C%E8%BF%9F,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1287,小儿疳积发热,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E7%96%B3%E7%A7%AF%E5%8F%91%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1293,小儿急热惊风,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E6%80%A5%E7%83%AD%E6%83%8A%E9%A3%8E,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1292,小儿急惊,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E6%80%A5%E6%83%8A,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1291,小儿积滞化热,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E7%A7%AF%E6%BB%9E%E5%8C%96%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1294,小儿秋季腹泻,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E7%A7%8B%E5%AD%A3%E8%85%B9%E6%B3%BB,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1295,小儿饮食积滞,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E9%A5%AE%E9%A3%9F%E7%A7%AF%E6%BB%9E,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1296,小腹拘急,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E8%85%B9%E6%8B%98%E6%80%A5,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1298,小腹两侧胀痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E8%85%B9%E4%B8%A4%E4%BE%A7%E8%83%80%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1302,小腹喜热,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E8%85%B9%E5%96%9C%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1303,小腹下坠,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E8%85%B9%E4%B8%8B%E5%9D%A0,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1304,小腹隐痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E8%85%B9%E9%9A%90%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1307,小腹坠痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E8%85%B9%E5%9D%A0%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1305,小腹胀,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E8%85%B9%E8%83%80,HTTP 404: page does not exist,dayi,ok,https://www.dayi.org.cn/symptom/1153340.html,,yes,dayi
1310,胁肋不舒,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%81%E8%82%8B%E4%B8%8D%E8%88%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1311,胁肋部疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%81%E8%82%8B%E9%83%A8%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1308,小腹坠胀,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E8%85%B9%E5%9D%A0%E8%83%80,HTTP 404: page does not exist,dayi,ok,https://www.dayi.org.cn/symptom/1153653.html,,yes,dayi
1312,胁肋刺痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%81%E8%82%8B%E5%88%BA%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1314,胁肋隐痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%81%E8%82%8B%E9%9A%90%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1313,胁肋疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%81%E8%82%8B%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1317,胁下痞块,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%83%81%E4%B8%8B%E7%97%9E%E5%9D%97,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1319,泄泻急迫,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B3%84%E6%B3%BB%E6%80%A5%E8%BF%AB,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1320,泻而不爽,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B3%BB%E8%80%8C%E4%B8%8D%E7%88%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1323,心暴痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E6%9A%B4%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1322,泻痢不爽,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B3%BB%E7%97%A2%E4%B8%8D%E7%88%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1326,心烦不宁,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E7%83%A6%E4%B8%8D%E5%AE%81,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1325,心烦不寐,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E7%83%A6%E4%B8%8D%E5%AF%90,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1327,心烦难寐,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E7%83%A6%E9%9A%BE%E5%AF%90,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1328,心烦喜呕,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E7%83%A6%E5%96%9C%E5%91%95,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1329,心腹刺痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E8%85%B9%E5%88%BA%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1330,心腹冷痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E8%85%B9%E5%86%B7%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1334,心悸不安,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E6%82%B8%E4%B8%8D%E5%AE%89,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1335,心悸不宁,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E6%82%B8%E4%B8%8D%E5%AE%81,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1355,兴奋,duguji,ok,https://baike.duguji.cn/baike/w/%E5%85%B4%E5%A5%8B,,,skipped_first_source_success,,,yes,duguji
1341,心前区刺痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E5%89%8D%E5%8C%BA%E5%88%BA%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1357,性功能障碍,duguji,ok,https://baike.duguji.cn/baike/w/%E6%80%A7%E5%8A%9F%E8%83%BD%E9%9A%9C%E7%A2%8D,,,skipped_first_source_success,,,yes,duguji
1339,心气痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E6%B0%94%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1340,心气虚损,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E6%B0%94%E8%99%9A%E6%8D%9F,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1342,心前区剌痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E5%89%8D%E5%8C%BA%E5%89%8C%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
