Disease_id	Disease_name	Disease_alias_name	DisGeNET_disease_type	UMLS_disease_type	MeSH_disease_class	HPO_disease_class	DO_disease_class	UMLS_disease_type_id	MeSH_disease_class_id	HPO_disease_class_id	DO_disease_class_id	DisGeNET_id	MeSH_id	HPO_id	DO_id	ICD10_id	OMIM_id
HBDIS022690	Abnormal Lipid Deposits	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3875179	NA	NA	NA	NA	NA
HBDIS022691	Febrile Urinary Tract Infection	NA	disease	Disease or Syndrome	Male Urogenital Diseases; Infections; Female Urogenital Diseases and Pregnancy Complications	NA	NA	T047	C01; C12; C13	NA	NA	C3875265	NA	NA	NA	NA	NA
HBDIS022692	Inflammatory Dermatosis	Abnormal Tendency To Infections of The Skin; Skin Inflammation; Inflammatory Skin Disease; Dermatitis; Inflammatory Abnormality of The Skin	disease	Disease or Syndrome	Skin and Connective Tissue Diseases	Abnormality of the immune system; Abnormality of the integument	NA	T047	C17	HP:0001574; HP:0002715	NA	C3875321	NA	HP:0011123	NA	NA	NA
HBDIS022693	Partial Diabetes Insipidus	NA	disease	Disease or Syndrome	Male Urogenital Diseases; Female Urogenital Diseases and Pregnancy Complications; Endocrine System Diseases	NA	NA	T047	C12; C19; C13	NA	NA	C3875486	NA	NA	NA	NA	NA
HBDIS022694	Hypocalciuric Hypercalcemia	NA	disease	Disease or Syndrome	Nutritional and Metabolic Diseases	NA	NA	T047	C18	NA	NA	C3875492	NA	NA	NA	NA	NA
HBDIS022695	Head And Neck Carcinoma	Head And Neck Squamous Cell Carcinoma	disease	Neoplastic Process	Neoplasms	NA	disease of cellular proliferation	T191	C04	NA	DOID:14566	C3887461	NA	NA	5520	NA	NA
HBDIS022696	Migraine With Or Without Aura, Susceptibility To, 1	Migraine With Or Without Aura, Susceptibility To, 1; Migraine	phenotype	Finding	NA	NA	disease of anatomical entity	T033	NA	NA	DOID:7	C3887485	NA	NA	6364	NA	157300
HBDIS022697	Postaxial Polydactyly Type A	Polydactyly, Postaxial; Polydactyly; Postaxial Polydactyly Type A; Polydactyly, Postaxial, Type A1; Postaxial Polydactyly, Type B; Postaxial Polydactyly, Type A	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases	Abnormality of the skeletal system; Abnormality of limbs	physical disorder	T047	C05; C16	HP:0040064; HP:0000924	DOID:0080015	C3887487	C562429	HP:0005696	1148	NA	174200
HBDIS022698	Clubbing of Toes	Clubbed Toes; Clubbing of Feet; Clubbing of Toes	disease	Anatomical Abnormality	NA	Abnormality of the skeletal system; Abnormality of limbs	NA	T190	NA	HP:0040064; HP:0000924	NA	C3887489	NA	HP:0100760	NA	NA	NA
HBDIS022699	Exudative Pleural Effusion	Exudative Pleural Effusion	disease	Disease or Syndrome	Respiratory Tract Diseases	Abnormality of metabolism/homeostasis; Abnormality of the respiratory system	NA	T047	C08	HP:0002086; HP:0001939	NA	C3887491	NA	HP:0011921	NA	NA	NA
HBDIS022700	Ectodermal Dysplasia 10B, Hypohidrotic/Hair/Tooth Type, Autosomal Recessive	Ectodermal Dysplasia 10B, Hypohidrotic/Hair/Tooth Type, Autosomal Recessive; Hypohidrotic Ectodermal Dysplasia	disease	Disease or Syndrome	Skin and Connective Tissue Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	syndrome; genetic disease	T047	C16; C17	NA	DOID:225; DOID:630	C3887494	NA	NA	14793	NA	224900
HBDIS022701	Oligodactyly	Oligodactyly	disease	Congenital Abnormality	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases	Abnormality of the skeletal system; Abnormality of limbs	NA	T019	C05; C16	HP:0040064; HP:0000924	NA	C3887496	NA	HP:0012165	NA	NA	NA
HBDIS022702	Bifid Nose, Autosomal Recessive	Median Fissure of Nose; Bifid Nose; Bifid Nose, Autosomal Dominant; Bifid Nose, Autosomal Recessive	disease	Congenital Abnormality	Otorhinolaryngologic Diseases; Respiratory Tract Diseases	NA	NA	T019	C09; C08	NA	NA	C3887497	C535441	NA	NA	NA	210400
HBDIS022703	Bifid Ureter	Bifid Ureter	disease	Congenital Abnormality	NA	Abnormality of the genitourinary system	NA	T019	NA	HP:0000119	NA	C3887498	NA	HP:0030037	NA	NA	NA
HBDIS022704	Renal Cyst	Cystic Kidneys; Renal Cyst; Cystic Kidney Disease; Kidney Cyst; Renal Cysts	phenotype	Disease or Syndrome	Female Urogenital Diseases and Pregnancy Complications; Male Urogenital Diseases; Neoplasms; Pathological Conditions, Signs and Symptoms	Abnormality of the genitourinary system	disease of anatomical entity	T047	C04; C12; C13; C23	HP:0000119	DOID:7	C3887499	NA	HP:0000107	2975	NA	NA
HBDIS022705	Neonatal Listeriosis	NA	disease	Disease or Syndrome	Infections	NA	NA	T047	C01	NA	NA	C3887503	NA	NA	NA	NA	NA
HBDIS022706	Hyperkinesia	Muscle Spasms; Hyperkinesia; Hyperkinesia, Generalized; Hyperkinesis	phenotype	Disease or Syndrome	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of the nervous system	NA	T047	C10; C23	HP:0000707	NA	C3887506	D006948	HP:0002487	NA	NA	NA
HBDIS022707	Avascular Necrosis	NA	phenotype	Pathologic Function	Pathological Conditions, Signs and Symptoms	NA	NA	T046	C23	NA	NA	C3887513	NA	NA	NA	NA	NA
HBDIS022708	Chromophobe Carcinoma	NA	disease	Neoplastic Process	NA	NA	NA	T191	NA	NA	NA	C3887514	NA	NA	NA	NA	NA
HBDIS022709	Adult Myxopapillary Ependymoma	NA	disease	Neoplastic Process	Neoplasms	NA	NA	T191	C04	NA	NA	C3887518	NA	NA	NA	NA	NA
HBDIS022710	Childhood Pineoblastoma	NA	disease	Neoplastic Process	Nervous System Diseases; Neoplasms	NA	NA	T191	C04; C10	NA	NA	C3887520	NA	NA	NA	NA	NA
HBDIS022711	Very Long Chain Acyl-Coa Dehydrogenase Deficiency	Acyl-Coa Dehydrogenase, Very Long-Chain, Deficiency Of; Pearson Syndrome; Vlcad Deficiency; Acyl-Coa Dehydrogenase Very Long Chain Deficiency; Very Long Chain Acyl-Coa Dehydrogenase Deficiency	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Nutritional and Metabolic Diseases; Hemic and Lymphatic Diseases; Musculoskeletal Diseases	NA	genetic disease; disease of metabolism	T047	C05; C18; C16; C10; C15	NA	DOID:0014667; DOID:630	C3887523	C536353	NA	60067; 80155	NA	201475
HBDIS022712	Skin Erosion	Skin Erosion	disease	Disease or Syndrome	Skin and Connective Tissue Diseases	Abnormality of the integument	NA	T047	C17	HP:0001574	NA	C3887524	NA	HP:0200041	NA	NA	NA
HBDIS022713	Keratosis Follicularis Spinulosa Decalvans, X-Linked	Keratosis Follicularis Spinulosa Decalvans, X-Linked	disease	Disease or Syndrome; Congenital Abnormality	Skin and Connective Tissue Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	NA	T019; T047	C16; C17	NA	NA	C3887525	C536159	NA	NA	NA	308800
HBDIS022714	Osteoarthritis Susceptibility 2	Osteoarthritis of Distal Interphalangeal Joints; Osteoarthritis Susceptibility 2; Heberden Nodes; Hand Osteoarthritis	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3887526	NA	NA	NA	NA	140600
HBDIS022715	Fused Cervical Vertebrae	Fused Cervical Vertebrae; Fusion of Cervical Vertebrae; Fused Neck; Cervical Vertebral Fusion; Cervical Spine Fusion	disease	Congenital Abnormality	NA	Abnormality of the skeletal system	NA	T019	NA	HP:0000924	NA	C3887527	NA	HP:0002949	NA	NA	NA
HBDIS022716	Keratoglobus	Keratoglobus	disease	Anatomical Abnormality	NA	Abnormality of the eye	NA	T190	NA	HP:0000478	NA	C3887531	NA	HP:0001119	NA	NA	NA
HBDIS022717	Central Sleep Apnea Syndrome	NA	disease	Disease or Syndrome	Nervous System Diseases; Mental Disorders; Respiratory Tract Diseases; Pathological Conditions, Signs and Symptoms	NA	NA	T047	F03; C10; C08; C23	NA	NA	C3887547	NA	NA	NA	NA	NA
HBDIS022718	Central Apnea	Central Apnea; Central Apnoea	disease	Disease or Syndrome	Respiratory Tract Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of the respiratory system	NA	T047	C08; C23	HP:0002086	NA	C3887548	NA	HP:0002871	NA	NA	NA
HBDIS022719	Memory Dysfunction	Amnestic Disorder	disease	Mental or Behavioral Dysfunction	Mental Disorders	NA	disease of mental health	T048	F03	NA	DOID:150	C3887551	NA	NA	10914	NA	NA
HBDIS022720	Hemophagocytic Syndrome	Hemophagocytic Syndrome; Hemophagocytic Lymphohistiocytosis, Familial, 1; Hemophagocytic Lymphohistiocytosis; Lymphohistiocytosis, Hemophagocytic; Familial Hemophagocytic Lymphocytosis; Reactive Hemophagocytic Syndrome	disease	Disease or Syndrome	Hemic and Lymphatic Diseases	NA	disease of anatomical entity	T047	C15	NA	DOID:7	C3887558	D051359	NA	50120	NA	NA
HBDIS022721	Stricture of Ureter	NA	disease	Anatomical Abnormality	Male Urogenital Diseases; Female Urogenital Diseases and Pregnancy Complications	NA	NA	T190	C12; C13	NA	NA	C3887590	NA	NA	NA	NA	NA
HBDIS022722	Acquired Trigger Finger	NA	disease	Acquired Abnormality	Musculoskeletal Diseases	NA	NA	T020	C05	NA	NA	C3887597	NA	NA	NA	NA	NA
HBDIS022723	Nightmare Disorder	NA	disease	Mental or Behavioral Dysfunction	Mental Disorders; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	NA	NA	T048	F03; C10; C23	NA	NA	C3887605	NA	NA	NA	NA	NA
HBDIS022724	Hydrocephalus, Nonsyndromic, Autosomal Recessive 1	Hydrocephalus; Ventriculomegaly; Hydrocephalus, Congenital, 1; Hydrocephaly	disease	Disease or Syndrome	NA	NA	disease of anatomical entity	T047	NA	NA	DOID:7	C3887608	NA	NA	10908	NA	236600
HBDIS022725	Restlessness	Restlessness	phenotype	Sign or Symptom	Behavior and Behavior Mechanisms	Abnormality of the nervous system	NA	T184	F01	HP:0000707	NA	C3887611	NA	HP:0000711	NA	NA	NA
HBDIS022726	Psychomotor Agitation	Akathisia; Psychomotor Agitation	phenotype	Finding	Behavior and Behavior Mechanisms; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	NA	NA	T033	F01; C10; C23	NA	NA	C3887612	D011595	NA	NA	NA	NA
HBDIS022727	Dandy-Walker Syndrome, Familial	Dandy-Walker Syndrome; Dandy-Walker Syndrome, Familial	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	NA	NA	T047	C16; C10	NA	NA	C3887633	D003616	NA	NA	NA	NA
HBDIS022728	Failure To Thrive In Infant	NA	disease	Disease or Syndrome	Pathological Conditions, Signs and Symptoms	NA	NA	T047	C23	NA	NA	C3887638	NA	NA	NA	NA	NA
HBDIS022729	Autoimmune Gastritis	Atrophic Gastritis	disease	Disease or Syndrome	Digestive System Diseases	NA	disease of anatomical entity	T047	C06	NA	DOID:7	C3887639	NA	NA	8929	NA	NA
HBDIS022730	Astrocytosis	Astrocytosis; Gliosis; Increase In Astrocyte Number	phenotype	Pathologic Function	Pathological Conditions, Signs and Symptoms	Abnormality of the nervous system	NA	T046	C23	HP:0000707	NA	C3887640	D005911	HP:0002446	NA	NA	NA
HBDIS022731	Recurrent Hepatitis	Autoimmune Hepatitis	disease	Disease or Syndrome	Digestive System Diseases	NA	disease of anatomical entity	T047	C06	NA	DOID:7	C3887641	NA	NA	2048	NA	NA
HBDIS022732	Job Syndrome	Hyper-Immunoglobulin E Syndrome, Autosomal Dominant; Hyper-Immunoglobulin E Syndrome, Autosomal Recessive; Hyper Ige Recurrent Infection Syndrome 1; Hyperimmunoglobulin E [Ige] Syndrome; Job Syndrome	disease	Disease or Syndrome	Immune System Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Hemic and Lymphatic Diseases	NA	disease of anatomical entity; genetic disease	T047	C15; C16; C20	NA	DOID:7; DOID:630	C3887645	D007589	NA	3261	D82.4	NA
HBDIS022733	Adult Rickets	Osteomalacia; Adult Rickets	disease	Disease or Syndrome	Nutritional and Metabolic Diseases; Musculoskeletal Diseases	NA	disease of anatomical entity	T047	C05; C18	NA	DOID:7	C3887650	D010018	NA	10573	NA	NA
HBDIS022734	Polyarteritis Nodosa, Childhood-Onset	Polyarteritis Nodosa, Childhood-Onset	disease	Disease or Syndrome	Cardiovascular Diseases; Skin and Connective Tissue Diseases	NA	NA	T047	C14; C17	NA	NA	C3887654	NA	NA	NA	NA	615688
HBDIS022735	Pulmonary Venoocclusive Disease 1, Autosomal Dominant	Pulmonary Venoocclusive Disease 1, Autosomal Dominant; Pulmonary Venoocclusive Disease	disease	Disease or Syndrome	Cardiovascular Diseases; Respiratory Tract Diseases	NA	disease of anatomical entity	T047	C14; C08	NA	DOID:7	C3887658	NA	NA	5453	NA	265450
HBDIS022736	Intraspinal Neoplasm	Spinal Cancer	disease	Neoplastic Process	Nervous System Diseases; Neoplasms; Musculoskeletal Diseases	NA	disease of anatomical entity; disease of cellular proliferation	T191	C04; C05; C10	NA	DOID:14566; DOID:7	C3887662	NA	NA	5612	NA	NA
HBDIS022737	Retrocollis	Retrocollis	disease	Disease or Syndrome	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of head or neck; Abnormality of the musculature; Abnormality of the nervous system	NA	T047	C10; C23	HP:0003011; HP:0000152; HP:0000707	NA	C3887667	NA	HP:0002544	NA	NA	NA
HBDIS022738	Infection By Larvae of Trichinella Spiralis	Trichinosis	disease	Disease or Syndrome	Infections	NA	disease by infectious agent	T047	C01	NA	DOID:0050117	C3887668	NA	NA	9784	NA	NA
HBDIS022739	Central Nervous System Embryonal Tumor, Not Otherwise Specified	Medulloblastoma; Central Primitive Neuroectodermal Tumor; Supratentorial Primitive Neuroectodermal Tumor	disease	Neoplastic Process	Neoplasms	Neoplasm	disease of anatomical entity; disease of cellular proliferation	T191	C04	HP:0002664	DOID:14566; DOID:7	C3887678	NA	HP:0030070	4791; 50902	NA	NA
HBDIS022740	Optic Neuropathy	Nutritional Optic Neuropathy; Optic Neuropathy; Damaged Optic Nerve	disease	Disease or Syndrome	Eye Diseases; Nervous System Diseases	Abnormality of the eye	disease of anatomical entity	T047	C10; C11	HP:0000478	DOID:7	C3887709	NA	HP:0001138	1209	NA	NA
HBDIS022741	Wilms Tumor 2	Wilms Tumor 2	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3887743	NA	NA	NA	NA	194071
HBDIS022742	Mountain Sickness	Altitude Sickness; Altitude Hypoxia; Mountain Sickness	disease	Disease or Syndrome	Respiratory Tract Diseases	NA	NA	T047	C08	NA	NA	C3887755	D000532	NA	NA	NA	NA
HBDIS022743	Decreased Urine Output	Decreased Urine Output	phenotype	Finding	NA	Abnormality of the genitourinary system	NA	T033	NA	HP:0000119	NA	C3887784	NA	HP:0011037	NA	NA	NA
HBDIS022744	Basilar Invagination	Basilar Invagination	disease	Congenital Abnormality	NA	Abnormality of head or neck; Abnormality of the skeletal system	NA	T019	NA	HP:0000152; HP:0000924	NA	C3887851	NA	HP:0012366	NA	NA	NA
HBDIS022745	Hearing Loss	NA	phenotype	Finding	Otorhinolaryngologic Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	NA	NA	T033	C09; C10; C23	NA	NA	C3887873	NA	NA	NA	NA	NA
HBDIS022746	Visual Field Defects	Partial Loss of Field of Vision; Visual Field Defects; Visual Field Defect	group	Finding	Eye Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of the eye	NA	T033	C10; C11; C23	HP:0000478	NA	C3887875	NA	HP:0001123	NA	H53.4	NA
HBDIS022747	Osteoarthritis Susceptibility 1	Osteoarthritis Susceptibility 1	disease	Finding	NA	NA	NA	T033	NA	NA	NA	C3887876	NA	NA	NA	NA	165720
HBDIS022748	Aortic Valve Disease 1	Aortic Valve Disease; Aortic Valve, Calcification Of; Aortic Valve Disease 1; Bicuspid Aortic Valve Disease	disease	Disease or Syndrome	Cardiovascular Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	disease of anatomical entity	T047	C16; C14	NA	DOID:7	C3887892	C563178	NA	80332; 80333	NA	109730
HBDIS022749	Primary Adrenal Insufficiency	NA	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3887896	NA	NA	NA	NA	NA
HBDIS022750	Idiopathic Atrophoderma of Pasini And Pierini	NA	disease	Disease or Syndrome	Skin and Connective Tissue Diseases	NA	NA	T047	C17	NA	NA	C3887897	NA	NA	NA	NA	NA
HBDIS022751	Infantile Spasm	Infantile Spasms	disease	Disease or Syndrome	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of the nervous system	NA	T047	C10; C23	HP:0000707	NA	C3887898	NA	HP:0012469	NA	NA	NA
HBDIS022752	Aerodigestive Tract Cancer, Squamous Cell, Alcohol-Related, Protection Against	Alcohol Dependence	phenotype	Finding	NA	NA	disease of mental health	T033	NA	NA	DOID:150	C3887915	NA	NA	50741	NA	NA
HBDIS022753	Cataract 32, Multiple Types	Cataract 32 Multiple Types; Cataract, Anterior Polar; Cataract 32, Multiple Types	disease	Disease or Syndrome	NA	NA	disease of anatomical entity; genetic disease	T047	NA	NA	DOID:7; DOID:630	C3887926	NA	NA	110227	NA	115650
HBDIS022754	Deafness, Autosomal Dominant 27	Autosomal Dominant Nonsyndromic Deafness 27; Deafness, Autosomal Dominant 27	disease	Disease or Syndrome	NA	NA	disease of anatomical entity; genetic disease	T047	NA	NA	DOID:7; DOID:630	C3887929	NA	NA	110556	NA	612431
HBDIS022755	Cone Dystrophy 5, X-Linked	Blue Cone Monochromacy; Cone Dystrophy 5, X-Linked; Blue Cone Monochromatism	disease	Disease or Syndrome	NA	NA	disease of anatomical entity; genetic disease	T047	NA	NA	DOID:7; DOID:630	C3887937	NA	NA	50679	NA	303700
HBDIS022756	Deuteranomaly	Deuteranopia; Deuteranomoly; Red-Green Color Blindness; Dcb; Deuteranomaly; Green-Weak; Colorblindness, Partial, Deutan Series	disease	Disease or Syndrome	Eye Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of the eye	disease of anatomical entity	T047	C10; C11; C23	HP:0000478	DOID:7	C3887938	NA	HP:0011520	13909	NA	303800
HBDIS022757	Mental Retardation, X-Linked 41	Mental Retardation, X-Linked 41; Non-Syndromic X-Linked Intellectual Disability	disease	Disease or Syndrome	NA	NA	disease of mental health; genetic disease	T047	NA	NA	DOID:150; DOID:630	C3887939	NA	NA	50776	NA	300849
HBDIS022758	Glaucoma 1, Open Angle, B	Glaucoma 1, Open Angle, B; Open-Angle Glaucoma	disease	Disease or Syndrome	NA	NA	disease of anatomical entity	T047	NA	NA	DOID:7	C3887942	NA	NA	1067	NA	606689
HBDIS022759	Apparent Mineralocorticoid Excess	Apparent Mineralocorticoid Excess; Apparent Mineralocorticoid Excess Syndrome	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	NA	genetic disease; disease of metabolism	T047	C16; C18	NA	DOID:0014667; DOID:630	C3887949	C537422	NA	4367	NA	218030
HBDIS022760	Mental Retardation, X-Linked 49	Mental Retardation, X-Linked 15; Raynaud-Claes Syndrome; Mental Retardation, X-Linked 49; Non-Syndromic X-Linked Intellectual Disability	disease	Disease or Syndrome	NA	NA	disease of mental health; genetic disease	T047	NA	NA	DOID:150; DOID:630	C3887959	NA	NA	50776	NA	300114
HBDIS022761	Polycystic Kidney Disease 3 With Or Without Polycystic Liver Disease	Polycystic Kidney Disease 3 With Or Without Polycystic Liver Disease; Polycystic Kidney Disease 3	disease	Disease or Syndrome	NA	NA	disease of anatomical entity; genetic disease	T047	NA	NA	DOID:7; DOID:630	C3887964	NA	NA	110860	NA	600666
HBDIS022762	Retinal Dysplasia, Primary	Retinal Dysplasia, Primary	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3887971	NA	NA	NA	NA	312550
HBDIS022763	Glycogen Content In Skeletal Muscle, Increased	Glycogen Content In Skeletal Muscle, Increased	phenotype	Finding	NA	NA	NA	T033	NA	NA	NA	C3887972	NA	NA	NA	NA	604976
HBDIS022764	Protanomaly	Protanopia; Protanomaly; Red Color Blindness; Red-Weak; Colorblindness, Partial, Protan Series	disease	Disease or Syndrome	Eye Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of the eye	disease of anatomical entity	T047	C10; C11; C23	HP:0000478	DOID:7	C3887980	NA	HP:0200018	13910	NA	303900
HBDIS022765	Thyrotropin-Releasing Hormone Deficiency	Thyrotropin-Releasing Hormone Deficiency; Hypothalamic Hypothyroidism	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3887992	NA	NA	NA	NA	275120
HBDIS022766	Hermansky-Pudlak Syndrome 3	Hermansky-Pudlak Syndrome 3	disease	Disease or Syndrome	NA	NA	genetic disease	T047	NA	NA	DOID:630	C3888001	NA	NA	60541	NA	614072
HBDIS022767	Pulmonary Hypertension, Primary, 2	Pulmonary Hypertension, Primary, 2; Primary Pulmonary Hypertension	disease	Disease or Syndrome	NA	NA	disease of anatomical entity	T047	NA	NA	DOID:7	C3888002	NA	NA	14557	NA	615342
HBDIS022768	Hermansky-Pudlak Syndrome 5	Hermansky-Pudlak Syndrome 5	disease	Disease or Syndrome	NA	NA	genetic disease	T047	NA	NA	DOID:630	C3888004	NA	NA	60543	NA	614074
HBDIS022769	Hermansky-Pudlak Syndrome 6	Hermansky-Pudlak Syndrome 6	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases; Eye Diseases; Skin and Connective Tissue Diseases; Hemic and Lymphatic Diseases	NA	genetic disease	T047	C11; C18; C16; C17; C15	NA	DOID:630	C3888007	NA	NA	60544	NA	614075
HBDIS022770	Congenital Hyperinsulinism	Congenital Hyperinsulinism; Familial Hyperinsulinemic Hypoglycemia 2; Familial Hyperinsulinemic Hypoglycemia 1; Hyperinsulinemic Hypoglycemia, Familial, 2	disease	Disease or Syndrome	Digestive System Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nutritional and Metabolic Diseases	NA	genetic disease; disease of metabolism	T047	C06; C16; C18	NA	DOID:0014667; DOID:630	C3888018	D044903	NA	70219; 70218	NA	NA
HBDIS022771	Cacosmia	Anosmia; Paraosmia; Cacosmia; Olfaction Disorders	disease	Disease or Syndrome	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	NA	NA	T047	C10; C23	NA	NA	C3888024	D000857	NA	NA	NA	NA
HBDIS022772	Hermansky-Pudlak Syndrome 8	Hermansky-Pudlak Syndrome 8; Hermansky-Pudlak Syndrome	disease	Disease or Syndrome	NA	NA	genetic disease	T047	NA	NA	DOID:630	C3888026	NA	NA	3753; 60546	NA	614077
HBDIS022773	Nephrogenic Systemic Fibrosis	NA	disease	Disease or Syndrome	Skin and Connective Tissue Diseases	NA	NA	T047	C17	NA	NA	C3888044	NA	NA	NA	NA	NA
HBDIS022774	Ectodermal Dysplasia 10A, Hypohidrotic/Hair/Nail Type, Autosomal Dominant	Ectodermal Dysplasia 10A, Hypohidrotic/Hair/Nail Type, Autosomal Dominant; Hypohidrotic Ectodermal Dysplasia	disease	Disease or Syndrome	NA	NA	syndrome; genetic disease	T047	NA	NA	DOID:225; DOID:630	C3888065	NA	NA	14793	NA	129490
HBDIS022775	L-2-Hydroxyglutaric Acidemia	L-2-Hydroxyglutaric Acidemia; L-2-Hydroxyglutaric Aciduria	disease	Disease or Syndrome	NA	Abnormality of metabolism/homeostasis	genetic disease; disease of anatomical entity; disease of metabolism	T047	NA	HP:0001939	DOID:0014667; DOID:7; DOID:630	C3888081	NA	HP:0040147	50574	NA	236792
HBDIS022776	Pancreatic Agenesis And Congenital Heart Defects	Pancreatic Agenesis And Congenital Heart Defects; Heart Defects, Congenital, And Other Congenital Anomalies	disease	Disease or Syndrome	NA	NA	NA	T047	NA	NA	NA	C3888085	NA	NA	NA	NA	600001
HBDIS022777	Charcot-Marie-Tooth Disease, Type 2I	Charcot-Marie-Tooth Disease Axonal Type 2L; Charcot-Marie-Tooth Disease Type 2I; Charcot-Marie-Tooth Disease, Axonal, Type 2I; Charcot-Marie-Tooth Neuropathy, Type 2I; Charcot-Marie-Tooth Disease, Type 2I	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	NA	disease of anatomical entity; genetic disease	T047	C16; C10	NA	DOID:7; DOID:630	C3888087	C535416	NA	110174; 110158	NA	607677
HBDIS022778	Smith-Mccort Dysplasia 1	Smith-Mccort Dysplasia 1; Smith-Mccort Dysplasia	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases	NA	disease of anatomical entity; genetic disease	T047	C05; C16	NA	DOID:7; DOID:630	C3888088	NA	NA	60247	NA	607326
HBDIS022779	Early Onset Torsion Dystonia	Dystonia 1, Torsion, Autosomal Dominant; Early Onset Torsion Dystonia; Torsion Dystonia 1; Early-Onset Torsion Dystonia; Dystonia Musculorum Deformans Type 1; Torsion Dystonia With Onset In Infancy	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	NA	disease of anatomical entity; genetic disease	T047	C16; C10	NA	DOID:7; DOID:630	C3888090	C538005	NA	90058; 60730	NA	128100
HBDIS022780	Ichthyosis, Congenital, Autosomal Recessive 2	Ichthyosis, Congenital, Autosomal Recessive 2; Autosomal Recessive Congenital Ichthyosis 2	disease	Disease or Syndrome	Skin and Connective Tissue Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	disease of anatomical entity; genetic disease	T047	C16; C17	NA	DOID:7; DOID:630	C3888093	NA	NA	60710	NA	242100
HBDIS022781	Cataract 21, Multiple Types	Cataract 21 Multiple Types; Cataract 21, Multiple Types; Cataract, Pulverulent, Juvenile-Onset	disease	Disease or Syndrome	NA	NA	disease of anatomical entity; genetic disease	T047	NA	NA	DOID:7; DOID:630	C3888097	NA	NA	110256	NA	610202
HBDIS022782	Cataract, Autosomal Recessive Congenital 1	Cataract 9, Multiple Types; Cataract 9 Multiple Types; Cataract, Autosomal Dominant; Cataract, Autosomal Recessive Congenital 1	disease	Disease or Syndrome	Eye Diseases	NA	disease of anatomical entity; genetic disease	T047	C11	NA	DOID:7; DOID:630	C3888098	C565136	NA	110266	NA	604219
HBDIS022783	Autosomal Dominant Vitreoretinochoroidopathy	Microcornea, Rod-Cone Dystrophy, Cataract, And Posterior Staphyloma; Vitreoretinochoroidopathy, Autosomal Dominant; Vitreoretinochoroidopathy	disease	Disease or Syndrome	Eye Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	NA	T047	C16; C11	NA	NA	C3888099	C536352	NA	NA	NA	193220
HBDIS022784	Frontotemporal Dementia With Motor Neuron Disease	Ftdals; Frontotemporal Dementia With Motor Neuron Disease; Frontotemporal Dementia And/Or Amyotrophic Lateral Sclerosis 1; Ftdals1	disease	Disease or Syndrome	Nervous System Diseases; Mental Disorders; Nutritional and Metabolic Diseases	NA	disease of anatomical entity; genetic disease	T047	F03; C10; C18	NA	DOID:7; DOID:630	C3888102	C566288	NA	60213	NA	105550
